323		270		245		368		517		142		277		554		840		299		
412		292		400		155		671		494		924		56		669		599		
418		549		898		260		584		247		999		657		897		592		
32		69		916		722		46		417		667		50		750		122		
394		843		249		679		255		637		902		732		786		244		
933		777		460		638		29		397		29		784		401		111		
736		784		126		958		874		336		216		719		355		297		
117		487		723		167		722		73		817		724		508		410		
88		311		282		540		676		638		594		424		68		49		
457		295		135		433		759		739		851		641		970		585		
532		220		186		346		627		151		541		66		431		272		
507		136		576		56		581		184		529		653		9		981		
741		346		377		939		334		547		709		275		146		404		
54		600		175		154		749		283		617		60		483		522		
233		370		666		566		863		519		524		276		204		179		
675		292		729		60		736		41		829		527		967		320		
693		9		883		84		980		291		582		465		77		861		
388		272		846		497		201		779		976		356		408		658		
980		177		974		4		120		583		710		569		442		931		
205		512		605		81		633		325		506		55		374		950		
800		442		1		189		223		598		9		440		809		0		
362		368		626		766		203		583		410		921		771		461		
952		785		80		308		97		858		384		651		497		799		
795		912		450		396		56		810		35		472		736		101		
202		426		112		951		933		994		875		379		733		860		
759		924		461		41		694		52		562		591		976		589		
259		266		503		880		634		162		963		244		515		455		
479		898		100		458		452		455		718		838		252		865		
100		495		346		901		793		810		904		744		567		373		
153		172		653		432		64		734		65		260		656		38		
150		739		782		623		623		161		4		663		821		969		
48		633		461		467		500		841		870		900		710		431		
17		78		723		705		266		898		800		778		398		219		
209		7		453		445		174		419		530		982		762		329		
105		987		885		626		640		958		93		928		561		279		
865		587		759		889		558		921		471		727		245		131		
626		414		453		934		960		924		861		783		990		609		
245		243		226		885		677		910		871		2		525		546		
301		612		335		266		514		534		130		599		439		911		
849		803		452		461		660		876		998		152		804		99		
810		42		644		166		330		654		479		435		23		639		
565		654		775		490		538		413		946		54		280		18		
56		602		43		152		453		361		325		625		383		338		
876		103		671		130		145		826		350		142		331		506		
611		755		811		878		2		201		104		324		54		568		
374		121		538		417		11		427		77		352		618		941		
492		313		700		419		197		729		835		223		249		429		
256		779		320		481		928		112		180		658		347		182		
783		204		150		197		126		132		849		228		715		293		
770		88		957		373		347		23		651		773		866		92		
777		988		728		566		481		94		181		757		837		772		
98		757		180		171		942		966		780		681		637		42		
399		509		77		833		665		743		107		242		169		512		
222		675		406		523		898		994		292		811		201		949		
294		79		868		703		774		988		152		116		787		698		
135		943		267		482		667		449		65		574		179		829		
296		201		719		178		705		592		670		617		129		769		
147		559		591		579		851		565		892		719		242		910		
692		278		855		121		396		163		805		408		861		178		
819		816		752		944		774		82		426		989		397		801		
9		576		549		429		559		433		758		703		575		973		
582		278		294		141		989		193		277		352		281		454		
12		331		659		427		360		158		633		299		952		433		
877		803		356		686		534		205		591		265		213		132		
503		205		299		186		954		472		713		823		500		394		
256		299		38		202		83		469		121		34		609		316		
83		572		895		767		465		101		757		968		566		321		
824		990		227		111		425		803		752		614		651		563		
65		944		722		694		948		190		691		640		442		309		
150		55		717		447		915		420		577		596		548		302		
621		315		415		227		476		236		752		337		95		608		
876		620		917		435		736		824		542		320		995		218		
604		333		465		938		3		561		386		380		267		564		
994		63		220		886		26		756		849		435		744		195		
879		420		210		251		104		913		488		681		643		310		
259		372		295		932		432		894		120		114		970		613		
56		636		319		306		314		602		609		1		891		340		
625		827		794		180		159		137		81		668		468		921		
332		579		731		390		842		314		461		355		730		931		
781		976		872		60		43		128		111		728		637		578		
249		127		987		343		549		480		673		539		945		68		
994		8		248		468		571		911		517		925		559		952		
57		835		145		677		746		324		54		57		380		151		
28		454		980		589		790		200		115		302		458		612		
199		791		988		374		520		251		924		465		930		63		
565		359		118		274		840		275		886		765		305		661		
145		760		383		183		779		757		522		750		481		96		
128		627		524		63		201		954		68		591		380		930		
630		567		689		678		649		393		856		988		909		262		
346		244		453		65		287		971		287		511		39		921		
202		702		821		439		935		419		753		885		67		384		
749		75		44		54		666		590		945		263		171		382		
303		8		562		78		145		812		770		379		16		740		
262		304		548		422		816		329		161		940		524		343		
486		919		821		484		234		987		368		439		327		420		
440		842		963		737		170		474		317		369		618		319		
581		947		245		533		119		490		913		625		802		785		
65		472		316		715		838		933		208		374		731		609		
602		257		303		480		194		499		984		409		320		566		
294		358		311		645		573		742		236		529		592		311		
329		122		690		687		805		148		950		245		79		232		
523		452		907		165		848		152		708		118		886		667		
66		165		173		882		405		424		199		268		779		396		
781		491		159		735		614		838		227		595		367		133		
367		959		880		823		866		696		379		673		319		32		
586		768		956		85		457		697		704		654		906		950		
883		338		928		156		811		649		350		579		412		54		
672		734		767		198		466		315		126		562		416		676		
790		691		934		200		950		711		185		196		223		782		
541		902		477		299		857		347		518		735		240		767		
912		992		433		693		79		434		849		256		127		404		
159		682		751		87		304		954		495		586		221		123		
851		569		322		202		745		151		912		528		79		410		
229		530		840		30		970		389		49		165		125		246		
798		93		560		329		243		58		442		759		600		646		
37		110		884		782		296		900		893		927		653		515		
775		401		861		964		564		258		515		709		522		734		
758		84		627		358		19		609		481		222		923		847		
760		827		625		676		257		805		806		850		924		122		
552		244		453		980		977		900		243		387		284		732		
525		261		277		844		357		157		385		636		18		738		
387		186		264		458		193		926		83		799		334		340		
324		392		602		770		675		731		783		211		293		594		
709		891		488		947		344		332		525		612		720		640		
349		615		74		480		424		794		629		84		345		699		
655		164		142		554		705		503		102		15		88		433		
156		981		134		970		715		535		617		93		154		771		
73		742		611		636		592		936		575		788		37		262		
436		289		681		384		681		655		750		737		344		39		
229		678		61		351		191		873		687		313		958		175		
829		376		173		646		347		129		77		500		309		783		
273		156		619		665		620		34		269		135		74		353		
881		787		445		490		499		661		425		624		988		114		
689		594		622		333		963		944		206		734		33		850		
779		123		338		118		103		164		745		880		28		131		
996		886		64		324		503		684		980		265		594		366		
145		385		337		637		932		242		602		348		548		172		
796		403		857		240		982		851		735		505		230		195		
796		170		283		226		190		488		309		46		40		282		
675		364		559		46		421		561		112		861		468		153		
604		170		70		615		742		335		175		412		468		649		
548		754		509		244		921		379		195		434		294		398		
240		920		861		3		37		634		367		126		841		416		
920		545		711		72		320		373		355		231		331		745		
966		402		235		303		824		42		573		706		886		391		
794		997		932		388		790		248		796		227		358		596		
56		754		461		362		684		231		912		70		712		680		
84		146		228		350		964		320		188		643		655		687		
15		601		904		371		955		285		320		726		691		916		
